,Categories,year,Title,link
5344,Instruments/Measurement,2019,Presence detection sensor for a motor vehicle,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007522B2
5345,Other fields/Civil engineering,2019,Presence detection sensor for a motor vehicle,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007522B2
5346,Electrical engineering/Digital communication,2021,Modem reset package with self-healing,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12009966B2
5347,Instruments/Optics,2021,Camera actuator and camera module including same,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007681B2
5348,"Electrical engineering/Electrical machinery, apparatus, energy",2019,Inflator with motor fixing ring,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12006928B2
5349,"Mechanical engineering/Engines, pumps, turbines",2019,Inflator with motor fixing ring,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12006928B2
5350,Instruments/Control,2019,Control device and method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12010426B2
5351,Mechanical engineering/Transport,2019,Control device and method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12010426B2
5352,"Electrical engineering/Electrical machinery, apparatus, energy",2021,"Outdoor unit for air conditioner, and air conditioner",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007128B2
5353,Mechanical engineering/Thermal processes and apparatus,2021,"Outdoor unit for air conditioner, and air conditioner",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007128B2
5354,Electrical engineering/Semiconductors,2021,"Method for driving gas sensor, and gas detection device",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007348B2
5355,Instruments/Analysis of biological materials,2021,"Method for driving gas sensor, and gas detection device",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007348B2
5356,Instruments/Measurement,2021,"Method for driving gas sensor, and gas detection device",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007348B2
5357,Electrical engineering/Audio-visual technology,2023,Arcuate display device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008935B2
5358,Chemistry/Chemical engineering,2020,Systems and assemblies for point-of-care fluidic assays,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005442B2
5359,Chemistry/Environmental technology,2021,"Dynamic X-ray detecting panel, X-ray detector having the same, and method of driving X-ray detector",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007514B2
5360,Electrical engineering/Semiconductors,2021,"Dynamic X-ray detecting panel, X-ray detector having the same, and method of driving X-ray detector",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007514B2
5361,Electrical engineering/Computer technology,2021,Information presentation control device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008284B2
5362,Mechanical engineering/Transport,2021,Information presentation control device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008284B2
5363,"Electrical engineering/Electrical machinery, apparatus, energy",2020,Offshore wind farm low-frequency alternating-current uncontrolled rectification electric power transmission system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12009663B2
5364,"Mechanical engineering/Engines, pumps, turbines",2020,Offshore wind farm low-frequency alternating-current uncontrolled rectification electric power transmission system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12009663B2
5365,"Electrical engineering/Electrical machinery, apparatus, energy",2022,High-frequency power supply device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12009755B2
5366,"Electrical engineering/Electrical machinery, apparatus, energy",2022,Smart power stage circuit of power converter and current monitoring circuit thereof,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12009749B2
5367,Instruments/Measurement,2022,Smart power stage circuit of power converter and current monitoring circuit thereof,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12009749B2
5368,Electrical engineering/Audio-visual technology,2023,Display device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008946B2
5369,Mechanical engineering/Transport,2022,Inflatable watercraft,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12006006B2
5370,Mechanical engineering/Transport,2021,Vehicle pre-collision detection and response device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005894B2
5371,Other fields/Civil engineering,2019,Pile driving system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12006651B2
5372,Electrical engineering/Audio-visual technology,2021,"Pixel driving circuit and method for driving the same, and display substrate",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008960B2
5373,Electrical engineering/Semiconductors,2021,"Pixel driving circuit and method for driving the same, and display substrate",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008960B2
5374,Electrical engineering/Semiconductors,2020,Display device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12010882B2
5375,Mechanical engineering/Transport,2021,Traffic light viewsheds,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005926B2
5376,Mechanical engineering/Transport,2023,Vehicle running system and method based on rail transport,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005942B2
5377,Mechanical engineering/Mechanical elements,2022,Process for assembling vehicle brake shoes and associated brake shoe,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12006993B2
5378,Chemistry/Chemical engineering,2022,Method for controlling cleaning and plasma processing apparatus,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12009189B2
5379,"Electrical engineering/Electrical machinery, apparatus, energy",2022,Method for controlling cleaning and plasma processing apparatus,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12009189B2
5380,Chemistry/Micro-structural and nano-technology,2020,MEMS device with a dual hinge structure,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007555B2
5381,"Electrical engineering/Electrical machinery, apparatus, energy",2020,MEMS device with a dual hinge structure,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007555B2
5382,Instruments/Measurement,2020,MEMS device with a dual hinge structure,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007555B2
5383,Instruments/Optics,2020,MEMS device with a dual hinge structure,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007555B2
5384,Electrical engineering/Computer technology,2020,"Detection, 3D reconstruction and tracking of multiple rigid objects moving in relation to one another",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008785B2
5385,Instruments/Measurement,2019,Moon-phase display device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007719B2
5386,Mechanical engineering/Transport,2021,Suspension systems for an electric skateboard,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005340B2
5387,"Other fields/Furniture, games",2021,Suspension systems for an electric skateboard,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005340B2
5388,"Chemistry/Surface technology, coating",2022,Oil-impregnated nanoporous oxide coating for inhibiting aluminum corrosion,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12006583B2
5389,Instruments/Medical technology,2019,Drive unit for a liquid handling device and liquid handling device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005230B2
5390,Electrical engineering/Computer technology,2022,Varying extended reality content based on risk level of a driving environment,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005919B2
5391,Instruments/Optics,2022,Varying extended reality content based on risk level of a driving environment,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005919B2
5392,Mechanical engineering/Transport,2022,Varying extended reality content based on risk level of a driving environment,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005919B2
5393,"Electrical engineering/Electrical machinery, apparatus, energy",2021,Multi-sensor data fusion-based self-powered online monitoring system for transmission line,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12009858B2
5394,Electrical engineering/Telecommunications,2021,Multi-sensor data fusion-based self-powered online monitoring system for transmission line,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12009858B2
5395,Mechanical engineering/Transport,2021,Methods and systems for a unified driver override for path based automated driving assist under external threat,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005933B2
5396,Electrical engineering/Computer technology,2022,Restoring a system by load switching to an alternative cloud instance and self healing,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007832B2
5397,Chemistry/Biotechnology,2021,Vascular constructs,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12006592B2
5398,Chemistry/Organic fine chemistry,2021,Vascular constructs,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12006592B2
5399,Chemistry/Pharmaceuticals,2021,Vascular constructs,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12006592B2
5400,Instruments/Medical technology,2021,Vascular constructs,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12006592B2
5401,Mechanical engineering/Textile and paper machines,2021,Vascular constructs,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12006592B2
5402,Mechanical engineering/Handling,2021,Apparatus for storage of carrying material,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12006144B2
5403,"Chemistry/Materials, metallurgy",2023,Sled configurations and methods of operation for the manufacture of three-dimensional objects,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005642B2
5404,Mechanical engineering/Other special machines,2023,Sled configurations and methods of operation for the manufacture of three-dimensional objects,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005642B2
5405,"Other fields/Furniture, games",2022,Automatic folding chair,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12004657B2
5406,Electrical engineering/Computer technology,2021,System and method of managing a self-storage facility that minimizes operator-customer contact,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008518B2
5407,Electrical engineering/IT methods for management,2021,System and method of managing a self-storage facility that minimizes operator-customer contact,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008518B2
5408,Mechanical engineering/Handling,2021,System and method of managing a self-storage facility that minimizes operator-customer contact,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008518B2
5409,"Electrical engineering/Electrical machinery, apparatus, energy",2020,Induction cooker,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12010781B2
5410,Mechanical engineering/Transport,2021,Aerodynamic deployable dive planes,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005970B2
5411,Other fields/Other consumer goods,2021,Self-healing seal for a writing instrument,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005730B2
5412,Mechanical engineering/Transport,2020,"Steering control device, steering control method, and steering support system including same",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005978B2
5413,Chemistry/Biotechnology,2020,Epstein-barr virus vaccines,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005115B2
5414,Chemistry/Pharmaceuticals,2020,Epstein-barr virus vaccines,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005115B2
5415,Electrical engineering/Computer technology,2021,Point of sale register health monitoring,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008533B2
5416,Electrical engineering/IT methods for management,2021,Point of sale register health monitoring,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008533B2
5417,Mechanical engineering/Other special machines,2022,Self-defense whip,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007195B2
5418,Electrical engineering/Computer technology,2022,"Rotating device, housing, and electronic device",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007809B2
5419,Electrical engineering/Digital communication,2019,V2X communication device and method for transmitting and receiving V2X message therefor,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008899B2
5420,Instruments/Control,2019,V2X communication device and method for transmitting and receiving V2X message therefor,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008899B2
5421,Mechanical engineering/Transport,2019,V2X communication device and method for transmitting and receiving V2X message therefor,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008899B2
5422,"Chemistry/Macromolecular chemistry, polymers",2020,Tire tread and a tire comprising a tread,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005740B2
5423,Mechanical engineering/Transport,2020,Tire tread and a tire comprising a tread,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005740B2
5424,Mechanical engineering/Machine tools,2020,Driving work machine,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005556B2
5425,Electrical engineering/Computer technology,2019,Digital mapping system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008727B2
5426,Electrical engineering/IT methods for management,2019,Digital mapping system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008727B2
5427,Instruments/Control,2019,Digital mapping system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008727B2
5428,Instruments/Measurement,2019,Digital mapping system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008727B2
5429,Electrical engineering/Audio-visual technology,2022,Driver for display panel,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008949B2
5430,Mechanical engineering/Transport,2019,Emergency wheel,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005732B2
5431,"Electrical engineering/Electrical machinery, apparatus, energy",2022,Motor and control method thereof,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12009697B2
5432,Other fields/Civil engineering,2022,Solar window construction and methods,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12009775B2
5433,Instruments/Medical technology,2020,Folding device for disposable hygiene article,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12004928B2
5434,Instruments/Control,2021,Control method of air vehicle for urban air mobility,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007770B2
5435,Mechanical engineering/Transport,2021,Control method of air vehicle for urban air mobility,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007770B2
5436,Mechanical engineering/Transport,2021,Control apparatus and method of hybrid vehicle,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005883B2
5437,Other fields/Civil engineering,2020,Automatic snow removal device and safe snow throwing method thereof,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12006645B2
5438,Mechanical engineering/Textile and paper machines,2022,Liquid discharging apparatus,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005710B2
5439,"Electrical engineering/Electrical machinery, apparatus, energy",2022,Stage light fixture with optical parameter detection function,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12010775B2
5440,Instruments/Control,2021,Autonomous driving assistance device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005934B2
5441,Instruments/Measurement,2021,Autonomous driving assistance device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005934B2
5442,Mechanical engineering/Transport,2021,Autonomous driving assistance device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005934B2
5443,Electrical engineering/Computer technology,2022,Display fine-adjustment device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007804B2
5444,Mechanical engineering/Mechanical elements,2022,Display fine-adjustment device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007804B2
5445,Chemistry/Basic materials chemistry ,2021,Predator reactive multi-layer repellant device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12004501B2
5446,Mechanical engineering/Other special machines,2021,Predator reactive multi-layer repellant device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12004501B2
5447,Other fields/Other consumer goods,2021,Predator reactive multi-layer repellant device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12004501B2
5448,Electrical engineering/IT methods for management,2022,Systems and methods for detecting full-stops to reduce vehicle accidents,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008842B2
5449,Instruments/Control,2022,Systems and methods for detecting full-stops to reduce vehicle accidents,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008842B2
5450,Instruments/Measurement,2022,Systems and methods for detecting full-stops to reduce vehicle accidents,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008842B2
5451,Mechanical engineering/Transport,2022,Systems and methods for detecting full-stops to reduce vehicle accidents,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008842B2
5452,"Electrical engineering/Electrical machinery, apparatus, energy",2020,"Apparatus, systems, and methods for converting vehicular kinetic energy into electricity",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12006921B2
5453,"Mechanical engineering/Engines, pumps, turbines",2020,"Apparatus, systems, and methods for converting vehicular kinetic energy into electricity",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12006921B2
5454,Electrical engineering/Computer technology,2022,Occluded item detection for vision-based self-checkouts,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008614B2
5455,Electrical engineering/IT methods for management,2022,Occluded item detection for vision-based self-checkouts,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008614B2
5456,"Other fields/Furniture, games",2022,Occluded item detection for vision-based self-checkouts,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008614B2
5457,Instruments/Optics,2020,"Grating, grating driving method and 3D display device",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007587B2
5458,Instruments/Medical technology,2019,Blood purification device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005175B2
5459,Instruments/Measurement,2021,"Battery apparatus, battery management system, and method of diagnosing supply voltage of contactor",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007445B2
5460,Chemistry/Chemical engineering,2019,Control device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005477B2
5461,"Electrical engineering/Electrical machinery, apparatus, energy",2019,Control device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005477B2
5462,"Electrical engineering/Electrical machinery, apparatus, energy",2018,Method and apparatus of adjusting parameter for electrical device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12009736B2
5463,Electrical engineering/IT methods for management,2022,Computer system and method for programmatic collateralization services,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008526B2
5464,Mechanical engineering/Mechanical elements,2021,Portable self-standing hammock frame with shortened hammock and method for suspending shortened hammock on a frame,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12004636B2
5465,Other fields/Other consumer goods,2021,Portable self-standing hammock frame with shortened hammock and method for suspending shortened hammock on a frame,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12004636B2
5466,Chemistry/Chemical engineering,2019,Two-dimensional fluid separation with push-pull modulation,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005376B2
5467,Instruments/Measurement,2019,Two-dimensional fluid separation with push-pull modulation,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005376B2
5468,Electrical engineering/Computer technology,2020,"Machine learning device, machine learning method, and machine learning program",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12010280B2
5469,Electrical engineering/Telecommunications,2020,"Machine learning device, machine learning method, and machine learning program",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12010280B2
5470,Instruments/Control,2020,"Machine learning device, machine learning method, and machine learning program",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12010280B2
5471,Electrical engineering/Audio-visual technology,2022,Pixel circuit and display device including the same,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008959B2
5472,Electrical engineering/Audio-visual technology,2021,Display panel and display device using the same,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008965B2
5473,Instruments/Optics,2022,Sheet conveyance apparatus and image forming apparatus,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12006174B2
5474,Mechanical engineering/Handling,2022,Sheet conveyance apparatus and image forming apparatus,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12006174B2
5475,Mechanical engineering/Transport,2022,Method and system for driving condition-agnostic adaptation of advanced driving assistance systems,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005914B2
5476,"Electrical engineering/Electrical machinery, apparatus, energy",2019,"Lens driving device, and camera module and optical device including same lens",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007621B2
5477,Instruments/Optics,2019,"Lens driving device, and camera module and optical device including same lens",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007621B2
5478,Other fields/Other consumer goods,2022,Automatic drying cycle after execution of self clean cycle in a laundry appliance,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12006610B2
5479,"Electrical engineering/Electrical machinery, apparatus, energy",2023,Camera module,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007669B2
